purchase_id,product_id,name,qty,date_created
"ce07f706-dc4a-4d4b-9817-b04d3dd2fcd7","5e9e1d0f-1f3c-4eec-a2cb-632bcbe96ba0","Zingo Apelsin","1","2016-09-01 10:15:43.701644+00"
"99219cdf-7f5c-4795-a5b9-3a53d02bee03","58b63442-7c62-47db-b157-50c4f80b3c17","Ostschnitzel","1","2016-09-01 10:16:37.049451+00"
"d1d1403b-047a-4933-8cb5-3c83c449e55e","9bd75984-935e-4c1c-b5d0-4d59571fa6bf","Penne con Mozzarella","1","2016-09-01 10:17:22.918217+00"
"d1d1403b-047a-4933-8cb5-3c83c449e55e","58b63442-7c62-47db-b157-50c4f80b3c17","Ostschnitzel","1","2016-09-01 10:17:22.918217+00"
"e9837022-02c1-4be9-938e-0a686c8d5b98","dc310bca-27de-49ed-8ce4-4b5c68dbb725","Bestick","1","2016-09-01 10:17:47.176853+00"
"cbe76d87-f2b8-44f9-9edb-c0c5123423b3","58b63442-7c62-47db-b157-50c4f80b3c17","Ostschnitzel","1","2016-09-01 10:17:56.538383+00"
"cbe76d87-f2b8-44f9-9edb-c0c5123423b3","dc310bca-27de-49ed-8ce4-4b5c68dbb725","Bestick","1","2016-09-01 10:17:56.538383+00"
"4fcfbda8-b38f-4b27-810f-02ec699444be","f1ef1728-4463-4531-a2cd-fe292fdea875","Billys Original","1","2016-09-01 10:18:34.881634+00"
"4fcfbda8-b38f-4b27-810f-02ec699444be","176ea65e-d25d-408f-9624-e752cb1eeff0","Gorbys Original","1","2016-09-01 10:18:34.881634+00"
"e5036f2c-9698-4ffe-90c0-14d35ee403b1","176ea65e-d25d-408f-9624-e752cb1eeff0","Gorbys Original","2","2016-09-01 10:18:45.234462+00"
"0c410cce-8979-4f4f-af90-ad9ee7c8fa01","f1ef1728-4463-4531-a2cd-fe292fdea875","Billys Original","2","2016-09-01 10:19:10.583751+00"
"70e3960c-a4cf-474e-b22b-af2122a98e7e","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-01 10:20:29.359362+00"
"a6bc7534-3a09-41fa-a80a-2252800ec409","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","2","2016-09-01 10:20:39.848439+00"
"94d76f0e-880d-4e67-b4e7-ac92923202e8","e483463f-3613-4e98-95d6-e74eb39fee87","Powerking (sockerfri)","1","2016-09-01 10:21:09.156341+00"
"94d76f0e-880d-4e67-b4e7-ac92923202e8","6dc02848-3333-4550-b7a8-9bb3f69a2a60","Twix","1","2016-09-01 10:21:09.156341+00"
"8da54d7d-63f9-467c-9402-5877483fa5a2","dc310bca-27de-49ed-8ce4-4b5c68dbb725","Bestick","1","2016-09-01 10:21:34.980396+00"
"209e4d02-1b5e-4d89-a2b3-7b1ac9120eee","cf1d4677-9735-443f-b177-d3fed97355a7","Billys Bolognese","2","2016-09-01 10:23:58.51032+00"
"28a6af95-dd78-46eb-93bd-ac037c6432b8","5afee442-bbd1-4fe3-8f85-9f6f750a82b0","Pepsi Max","1","2016-09-01 10:24:30.706688+00"
"e859e7fb-b2ac-4386-8c3d-bf860525a9e1","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-01 10:24:57.649485+00"
"aaa86cc2-8580-4aa6-9c9e-c7f7b689d1a8","9bd75984-935e-4c1c-b5d0-4d59571fa6bf","Penne con Mozzarella","1","2016-09-01 10:26:50.558293+00"
"0a6a6a9d-e97a-4700-a3b7-7527dabe7a4b","9bd75984-935e-4c1c-b5d0-4d59571fa6bf","Penne con Mozzarella","1","2016-09-01 10:27:55.400948+00"
"224c20e8-1ea2-4995-86eb-88c05713cab0","9bd75984-935e-4c1c-b5d0-4d59571fa6bf","Penne con Mozzarella","1","2016-09-01 10:29:08.456568+00"
"224c20e8-1ea2-4995-86eb-88c05713cab0","f1ef1728-4463-4531-a2cd-fe292fdea875","Billys Original","2","2016-09-01 10:29:08.456568+00"
"70fcb32f-6baa-4253-897c-6b4a47d13f20","92e2f0d1-97be-457f-8337-9ecdf17d9f64","Powerking","1","2016-09-01 10:29:21.430659+00"
"69fd5ef1-5e07-4124-986b-f318c760d83e","92e2f0d1-97be-457f-8337-9ecdf17d9f64","Powerking","1","2016-09-01 10:36:07.826978+00"
"3f00d740-4433-4d89-a8cc-9919d59fe874","92e2f0d1-97be-457f-8337-9ecdf17d9f64","Powerking","1","2016-09-01 10:36:36.32543+00"
"3f00d740-4433-4d89-a8cc-9919d59fe874","176ea65e-d25d-408f-9624-e752cb1eeff0","Gorbys Original","1","2016-09-01 10:36:36.32543+00"
"3f00d740-4433-4d89-a8cc-9919d59fe874","cf1d4677-9735-443f-b177-d3fed97355a7","Billys Bolognese","1","2016-09-01 10:36:36.32543+00"
"07aec9dc-9e83-4af4-9f51-ac37d8b197a9","5a8962f7-a761-4616-a033-d81bf6979711","Loka Citron","1","2016-09-01 10:36:55.288792+00"
"e2b5f368-80c2-477c-ba57-2e6ae117f6ba","176ea65e-d25d-408f-9624-e752cb1eeff0","Gorbys Original","1","2016-09-01 10:39:02.783303+00"
"6237925a-9c80-4d99-84fe-61afd6e86e40","3085b194-ee07-4111-a9f0-dfc579764c8f","Loka Päron","1","2016-09-01 10:42:15.767682+00"
"6237925a-9c80-4d99-84fe-61afd6e86e40","c61c228d-5988-4a9a-b9a7-d19979e19f00","Snickers","1","2016-09-01 10:42:15.767682+00"
"707dc1c2-ea70-40b3-9ac6-00ab101a4a46","3085b194-ee07-4111-a9f0-dfc579764c8f","Loka Päron","1","2016-09-01 10:43:22.516836+00"
"70aa9f20-f76c-42d6-a734-d96f02a66c62","be78bcd2-dbc1-472f-8fff-c88e3be61ce7","Kolsyrat vatten citron","1","2016-09-01 10:43:59.433853+00"
"b83fd63f-ee26-463e-8f22-21a05ed7d5c0","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","3","2016-09-01 10:44:36.650653+00"
"d84dc7fd-624d-4cbc-939f-dbb8ba5d43b4","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-01 10:45:23.994285+00"
"c78c6e06-2b83-4888-b423-af8e697ea690","58b63442-7c62-47db-b157-50c4f80b3c17","Ostschnitzel","1","2016-09-01 10:46:01.824204+00"
"c78c6e06-2b83-4888-b423-af8e697ea690","3085b194-ee07-4111-a9f0-dfc579764c8f","Loka Päron","1","2016-09-01 10:46:01.824204+00"
"9fa90fb6-9d6c-47d9-8edd-55d76e67e879","f69e94dd-7711-4637-b656-8b79342e6194","Billys Pepperoni","1","2016-09-01 10:49:36.846916+00"
"991bb664-7d99-48cf-b6d4-62843c44256a","c7cc513c-4ed6-42d5-9a3a-8129ce7c94eb","Pepsi","2","2016-09-01 10:51:08.239629+00"
"991bb664-7d99-48cf-b6d4-62843c44256a","f69e94dd-7711-4637-b656-8b79342e6194","Billys Pepperoni","1","2016-09-01 10:51:08.239629+00"
"9825fda5-8244-432c-b112-a08f450638fb","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-01 10:52:35.139079+00"
"37d01749-b14e-45fd-b685-617ceab4db68","0507894c-17f8-430d-8d0b-c6eac5db9e80","Coca Cola Zero","1","2016-09-01 10:55:04.051601+00"
"785d0510-ae10-499c-a175-d89de51f7fc2","f316c649-965f-4b3f-8846-3b8d7084b9c7","Billys Veggie","1","2016-09-01 10:57:15.172505+00"
"c250a109-f25f-454b-a296-e98c7ef88efe","5e9e1d0f-1f3c-4eec-a2cb-632bcbe96ba0","Zingo Apelsin","1","2016-09-01 10:58:42.969755+00"
"c250a109-f25f-454b-a296-e98c7ef88efe","8a9f18a0-8036-48af-a488-ada08a6d10b5","Delicatoboll","1","2016-09-01 10:58:42.969755+00"
"d82d0d9f-b1cb-449e-b245-ffd5b7fd1fe8","e9211c0f-8cf2-43de-8801-5ba941f636be","Lasagnetta","1","2016-09-01 11:07:09.439601+00"
"9d2c790b-e1f0-436c-abcd-ffcb56f87d3a","6dc02848-3333-4550-b7a8-9bb3f69a2a60","Twix","1","2016-09-01 11:16:58.665157+00"
"1f018ba5-6752-43cf-bd4a-f060ecdd5f82","4030b065-573a-47dd-88fe-e1656f7f0ce1","Mjölk","3","2016-09-01 11:21:59.897917+00"
"c805a2ea-edaa-4271-b903-8e03cddceaa9","35501c60-44f7-4fe5-8043-d51f2b78804f","Trocadero","1","2016-09-01 11:22:50.986312+00"
"9648c234-c46e-4bf3-a686-1361896416d4","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-01 11:23:35.191958+00"
"410bd570-2cda-4b37-97f7-ca83555b20d3","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-01 11:26:09.60723+00"
"33ef3715-2931-45fb-83ae-7560099087a0","529d3542-35c0-4880-b6c1-99440818db70","Champis","1","2016-09-01 11:26:49.081796+00"
"18295297-9c0f-426c-bcba-2459c6621e24","176ea65e-d25d-408f-9624-e752cb1eeff0","Gorbys Original","1","2016-09-01 11:29:22.675744+00"
"1e7f107e-092f-4321-a5f1-ebcbf5f7793b","6dc02848-3333-4550-b7a8-9bb3f69a2a60","Twix","1","2016-09-01 11:34:40.871021+00"
"a3f242da-e4c2-4350-9cf0-784295432f11","6dc02848-3333-4550-b7a8-9bb3f69a2a60","Twix","1","2016-09-01 11:47:27.965759+00"
"79055c85-cb85-4b4b-8504-965847ded4fb","8a9f18a0-8036-48af-a488-ada08a6d10b5","Delicatoboll","1","2016-09-01 11:48:22.665846+00"
"188a805d-98e4-4089-9eba-ac3cc1391da9","5a8962f7-a761-4616-a033-d81bf6979711","Loka Citron","1","2016-09-01 11:52:35.848001+00"
"b1e8cfd2-0649-4247-a227-b0daa8555629","8a9f18a0-8036-48af-a488-ada08a6d10b5","Delicatoboll","1","2016-09-01 11:53:00.697496+00"
"8c8f4d77-2e44-4cd4-be68-d1276140c261","0507894c-17f8-430d-8d0b-c6eac5db9e80","Coca Cola Zero","1","2016-09-01 11:53:07.106649+00"
"bca82d4f-59de-461e-b85d-a5670360edc3","176ea65e-d25d-408f-9624-e752cb1eeff0","Gorbys Original","2","2016-09-01 12:19:03.85516+00"
"caa72282-eb5d-41c6-9504-018284b86b72","e483463f-3613-4e98-95d6-e74eb39fee87","Powerking (sockerfri)","1","2016-09-01 12:22:46.27604+00"
"75e0a4f2-8d0e-48d9-81e7-db7a18ef2a16","0fd580bd-5a13-423b-bfea-538cad9d7a1a","Cola","1","2016-09-01 12:36:46.916669+00"
"8a8785bd-fb6c-474b-bd6b-3635be8f134c","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-01 12:37:16.607772+00"
"157002f0-786d-4024-a4ea-01ea997fb179","90a42c15-aeac-4558-baa4-332744624944","Sour cream & Onion","1","2016-09-01 12:42:09.323819+00"
"734777f2-3727-430f-a66b-5e00d73b90e5","f69e94dd-7711-4637-b656-8b79342e6194","Billys Pepperoni","1","2016-09-01 12:56:52.831626+00"
"3af61ebb-3dd0-4ee7-a097-a09ebe264230","92e2f0d1-97be-457f-8337-9ecdf17d9f64","Powerking","1","2016-09-01 13:00:29.242446+00"
"16bf13a5-3a1e-429a-a184-7d30afdca1b7","0b9d8878-c181-490c-bfeb-86e2427cbbd6","Bounty","1","2016-09-01 13:01:45.713391+00"
"5d8dfa14-96eb-41fe-bb01-d06365dfc6a5","f69e94dd-7711-4637-b656-8b79342e6194","Billys Pepperoni","1","2016-09-01 13:07:40.111691+00"
"0d3ee7fa-c741-4932-a8dc-1248eb5565c2","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-01 13:11:17.135162+00"
"2d163a4a-ffa7-4e8b-9998-1122ece5eee0","f69e94dd-7711-4637-b656-8b79342e6194","Billys Pepperoni","1","2016-09-01 13:11:30.606219+00"
"c66442cc-7ac2-445f-bf66-62f69164bdd7","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-01 13:11:37.1612+00"
"cc8a3e1c-3a3e-4251-9f9a-b0bc92d07018","880fb7d8-f3df-4537-be23-dd17b5b3aebb","Sandwich Cheese & Chives","1","2016-09-01 13:12:57.285951+00"
"cc8a3e1c-3a3e-4251-9f9a-b0bc92d07018","deadc60c-83fe-4238-94ab-6f0296ddef72","Delicato Pärlboll","1","2016-09-01 13:12:57.285951+00"
"cc8a3e1c-3a3e-4251-9f9a-b0bc92d07018","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-01 13:12:57.285951+00"
"6d111903-ca9c-4ac7-9962-7b5bdb5dd42c","0fd580bd-5a13-423b-bfea-538cad9d7a1a","Cola","1","2016-09-01 13:14:39.721754+00"
"e8987452-8fb8-4683-86d8-5d71e1517224","0b9d8878-c181-490c-bfeb-86e2427cbbd6","Bounty","1","2016-09-01 13:17:59.26689+00"
"e8987452-8fb8-4683-86d8-5d71e1517224","b4f39883-826a-4a15-832b-0e1ec140ccd6","Mountain Dew","1","2016-09-01 13:17:59.26689+00"
"e8987452-8fb8-4683-86d8-5d71e1517224","92e2f0d1-97be-457f-8337-9ecdf17d9f64","Powerking","1","2016-09-01 13:17:59.26689+00"
"1695fb6d-e23b-4af5-b522-604f94937f90","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-01 13:24:19.183681+00"
"01f2fccd-2bd7-43ce-a959-eb95191db631","6dc02848-3333-4550-b7a8-9bb3f69a2a60","Twix","1","2016-09-01 13:27:19.223483+00"
"01f2fccd-2bd7-43ce-a959-eb95191db631","f69e94dd-7711-4637-b656-8b79342e6194","Billys Pepperoni","2","2016-09-01 13:27:19.223483+00"
"01f2fccd-2bd7-43ce-a959-eb95191db631","e7155063-91ca-42e3-b933-512e3f79cd06","Premier Äpple","1","2016-09-01 13:27:19.223483+00"
"9ef89002-bac4-4382-87db-306c4115dea5","deadc60c-83fe-4238-94ab-6f0296ddef72","Delicato Pärlboll","1","2016-09-01 13:36:01.457572+00"
"87e3997a-fe36-46aa-9ad7-d8e17b41fd5a","5d1523fa-d18c-4a07-b20d-cd82061bab6f","Corny big chocolate","1","2016-09-01 13:36:35.565652+00"
"87e3997a-fe36-46aa-9ad7-d8e17b41fd5a","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-01 13:36:35.565652+00"
"af824d69-849d-4ee5-b254-9678253ca6e3","deadc60c-83fe-4238-94ab-6f0296ddef72","Delicato Pärlboll","1","2016-09-01 13:40:34.911234+00"
"05618f2d-3bad-40dc-a71f-95d344683f20","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-01 14:07:28.624293+00"
"4515406c-7127-44bc-b21b-2c20f830c1b5","80ec2f45-5d7e-4829-ba90-e9ba5996b86b","Zingo Tropical","1","2016-09-01 14:16:45.099765+00"
"1991efaa-b2e7-4b2e-8ee2-3d54d2272a7c","73651a61-350a-49b6-bb7f-7a51810fc486","Bravo Apelsinjuice","1","2016-09-01 14:18:43.615647+00"
"e0ed26d3-3a5e-456a-ae37-436bde9ab57c","8a9f18a0-8036-48af-a488-ada08a6d10b5","Delicatoboll","1","2016-09-01 14:29:49.992059+00"
"f86ca1f9-c3eb-4a43-a668-d26e1f7e15c2","deadc60c-83fe-4238-94ab-6f0296ddef72","Delicato Pärlboll","1","2016-09-01 14:58:01.691908+00"
"a8191cfa-a125-4060-b914-0de3c4a65d3f","0507894c-17f8-430d-8d0b-c6eac5db9e80","Coca Cola Zero","1","2016-09-01 15:03:32.372944+00"
"a8191cfa-a125-4060-b914-0de3c4a65d3f","c7cc513c-4ed6-42d5-9a3a-8129ce7c94eb","Pepsi","1","2016-09-01 15:03:32.372944+00"
"a8191cfa-a125-4060-b914-0de3c4a65d3f","81e1cfd6-3b58-4160-bbce-d1c055913f5a","Goldbears","1","2016-09-01 15:03:32.372944+00"
"6a54778a-40d4-4994-a180-3eaf9f454b69","0fd580bd-5a13-423b-bfea-538cad9d7a1a","Cola","1","2016-09-01 15:05:13.681367+00"
"5490a8cf-8466-487b-b1bd-d3649a9cb0b4","0b9d8878-c181-490c-bfeb-86e2427cbbd6","Bounty","1","2016-09-01 15:20:14.237867+00"
"5490a8cf-8466-487b-b1bd-d3649a9cb0b4","92e2f0d1-97be-457f-8337-9ecdf17d9f64","Powerking","1","2016-09-01 15:20:14.237867+00"
"5490a8cf-8466-487b-b1bd-d3649a9cb0b4","b4f39883-826a-4a15-832b-0e1ec140ccd6","Mountain Dew","1","2016-09-01 15:20:14.237867+00"
"9e22f3d4-0ffa-47b1-8203-4597890c5095","deadc60c-83fe-4238-94ab-6f0296ddef72","Delicato Pärlboll","1","2016-09-01 15:27:16.529787+00"
"e27b0f56-ccbc-49e9-af81-637cb230d85d","deadc60c-83fe-4238-94ab-6f0296ddef72","Delicato Pärlboll","1","2016-09-01 15:27:47.241756+00"
"a4d53f0f-7104-43dd-95e4-a4464f075db3","f69e94dd-7711-4637-b656-8b79342e6194","Billys Pepperoni","1","2016-09-01 15:27:59.281153+00"
"060423dd-6808-42dc-bcd9-0ca6d5cd158d","5a8962f7-a761-4616-a033-d81bf6979711","Loka Citron","1","2016-09-01 15:30:35.056682+00"
"abe2dc2e-9d23-4ea6-9b1b-adca48ea385d","5d1523fa-d18c-4a07-b20d-cd82061bab6f","Corny big chocolate","1","2016-09-01 15:36:39.591722+00"
"abe2dc2e-9d23-4ea6-9b1b-adca48ea385d","92e2f0d1-97be-457f-8337-9ecdf17d9f64","Powerking","1","2016-09-01 15:36:39.591722+00"
"7bd39d16-e32d-46b7-8469-63e3aec23637","8a9f18a0-8036-48af-a488-ada08a6d10b5","Delicatoboll","1","2016-09-01 15:37:35.029618+00"
"1db4c63d-6101-44ff-9e04-5ee88ac7e323","fd2e9a5d-e8ba-4bf0-a4ad-decf43cbedb8","Falafel Marrakech","1","2016-09-01 15:39:42.284384+00"
"1db4c63d-6101-44ff-9e04-5ee88ac7e323","0fd580bd-5a13-423b-bfea-538cad9d7a1a","Cola","1","2016-09-01 15:39:42.284384+00"
"333be1a3-9e39-453c-9e9c-eb36c31f78ea","deadc60c-83fe-4238-94ab-6f0296ddef72","Delicato Pärlboll","1","2016-09-01 16:00:27.861767+00"
"15e914ec-8f3e-4167-b8d7-6386e0a63b83","deadc60c-83fe-4238-94ab-6f0296ddef72","Delicato Pärlboll","1","2016-09-01 16:00:39.882015+00"
"a1a52163-d5c2-47a1-8250-931c54e4431e","9a2ccbbc-1dc4-43ee-8855-846f8450655d","Glassbåt","1","2016-09-01 16:01:57.428391+00"
"fa06907e-51ed-4f05-bc8e-27732d8dfec2","9a2ccbbc-1dc4-43ee-8855-846f8450655d","Glassbåt","1","2016-09-01 16:02:27.937812+00"
"e1cab374-608d-4d4e-b79c-927bc7680847","5d1523fa-d18c-4a07-b20d-cd82061bab6f","Corny big chocolate","1","2016-09-01 16:11:48.798471+00"
"e1cab374-608d-4d4e-b79c-927bc7680847","c61c228d-5988-4a9a-b9a7-d19979e19f00","Snickers","1","2016-09-01 16:11:48.798471+00"
"b4ef42a2-901d-4aa4-876b-a2d6829d129d","deadc60c-83fe-4238-94ab-6f0296ddef72","Delicato Pärlboll","1","2016-09-01 16:12:02.427695+00"
"b4ef42a2-901d-4aa4-876b-a2d6829d129d","5d1523fa-d18c-4a07-b20d-cd82061bab6f","Corny big chocolate","1","2016-09-01 16:12:02.427695+00"
"bcba020d-d791-439f-bf60-e633f86fa308","5d1523fa-d18c-4a07-b20d-cd82061bab6f","Corny big chocolate","1","2016-09-01 16:29:21.274492+00"
"1051f5a5-b43d-40c9-8d1b-e5ad73638022","10978db9-176d-40dd-94b1-98cf6b37ffeb","Dr Pepper","1","2016-09-01 17:11:58.056304+00"
"a9aa26e8-8eed-4f18-80e3-3d89a6a1b5d9","0fd580bd-5a13-423b-bfea-538cad9d7a1a","Cola","1","2016-09-01 17:25:41.08355+00"
"a9aa26e8-8eed-4f18-80e3-3d89a6a1b5d9","cf1d4677-9735-443f-b177-d3fed97355a7","Billys Bolognese","1","2016-09-01 17:25:41.08355+00"
"dd71cc69-20e2-4885-8f26-98286d3b2f04","92e2f0d1-97be-457f-8337-9ecdf17d9f64","Powerking","1","2016-09-02 05:58:12.219974+00"
"d59543cc-6b24-4aef-a8c6-83330a5621ce","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-02 05:58:50.071322+00"
"d59543cc-6b24-4aef-a8c6-83330a5621ce","880fb7d8-f3df-4537-be23-dd17b5b3aebb","Sandwich Cheese & Chives","1","2016-09-02 05:58:50.071322+00"
"d3c65a45-b67e-495e-801b-d0be7fbbe5b5","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-02 06:02:35.701624+00"
"ca7e43c8-c8f0-4a41-b76a-f4feb9f6fb8e","d1e01ef8-c6d8-45d8-a7aa-d3a55d8bb63f","Banana skids","1","2016-09-02 06:05:55.03036+00"
"ca7e43c8-c8f0-4a41-b76a-f4feb9f6fb8e","5d1523fa-d18c-4a07-b20d-cd82061bab6f","Corny big chocolate","1","2016-09-02 06:05:55.03036+00"
"ca7e43c8-c8f0-4a41-b76a-f4feb9f6fb8e","5061e28e-bd61-4819-8711-c7a5588e7ad8","Sesamkakor (kokos)","1","2016-09-02 06:05:55.03036+00"
"9306ba8b-d281-4e5b-99c4-b2c61fc6be9a","35501c60-44f7-4fe5-8043-d51f2b78804f","Trocadero","1","2016-09-02 06:27:59.654808+00"
"9306ba8b-d281-4e5b-99c4-b2c61fc6be9a","deadc60c-83fe-4238-94ab-6f0296ddef72","Delicato Pärlboll","1","2016-09-02 06:27:59.654808+00"
"8959a9a9-23f4-4db7-b105-19bb004e2ce3","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-02 06:44:37.534319+00"
"fa968efc-8b32-45de-beea-3a32a12116f3","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-02 06:59:56.901966+00"
"26de0e7e-ef13-4059-8480-bf9c78b4d7e9","4030b065-573a-47dd-88fe-e1656f7f0ce1","Mjölk","1","2016-09-02 07:00:12.247789+00"
"3617b498-bdde-47be-aaa8-401963a9b7ca","880fb7d8-f3df-4537-be23-dd17b5b3aebb","Sandwich Cheese & Chives","1","2016-09-02 07:03:21.027624+00"
"a01a05f5-ced6-4ec8-ab9b-ee9af8119acf","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-02 07:04:59.028617+00"
"a9a7e65a-dcd9-442d-8968-9ee0e30dacd9","5d1523fa-d18c-4a07-b20d-cd82061bab6f","Corny big chocolate","1","2016-09-02 07:28:57.45009+00"
"692ce2b0-e940-43b7-94f7-a8064ba53888","e483463f-3613-4e98-95d6-e74eb39fee87","Powerking (sockerfri)","1","2016-09-02 07:51:32.666349+00"
"c310bf87-0a0a-4d45-8e2d-4942c6e0cef7","801f5a89-79ea-4ebe-8865-42db18ce532c","Te","1","2016-09-02 07:53:55.541408+00"
"44d8bfce-530a-4b88-80fd-722ea498a281","deadc60c-83fe-4238-94ab-6f0296ddef72","Delicato Pärlboll","1","2016-09-02 07:54:33.605061+00"
"7bdcbb29-1156-413c-86ee-5555030d386c","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-02 07:58:49.33991+00"
"ea9d16b1-cf3b-48d8-968e-e4b58215bd46","5d1523fa-d18c-4a07-b20d-cd82061bab6f","Corny big chocolate","1","2016-09-02 07:59:18.457632+00"
"8ad5ff10-9974-4ad3-82a8-ffeddadde3b2","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-02 07:59:27.3925+00"
"4fa69fbd-8eb5-4c32-a5e9-58d8f4070a35","80ec2f45-5d7e-4829-ba90-e9ba5996b86b","Zingo Tropical","1","2016-09-02 08:00:01.427536+00"
"e0a31848-7ac6-4d62-8a68-2d477c5dd3d2","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-02 08:02:15.725907+00"
"d12dabca-4072-4a23-b2e5-2afa7db257f9","883ecf58-3504-4eca-bc8d-6f30aea70bbc","Kaffe","1","2016-09-02 08:05:03.246036+00"
"7da89d53-4d86-442e-8b5d-131fe81b55fd","5afee442-bbd1-4fe3-8f85-9f6f750a82b0","Pepsi Max","2","2016-09-02 08:05:43.987001+00"
"19ebb663-ff43-4ff9-9fa5-fa36b503a94f","0b9d8878-c181-490c-bfeb-86e2427cbbd6","Bounty","1","2016-09-02 08:06:06.532827+00"
"19ebb663-ff43-4ff9-9fa5-fa36b503a94f","92e2f0d1-97be-457f-8337-9ecdf17d9f64","Powerking","1","2016-09-02 08:06:06.532827+00"
"19ebb663-ff43-4ff9-9fa5-fa36b503a94f","5e9e1d0f-1f3c-4eec-a2cb-632bcbe96ba0","Zingo Apelsin","1","2016-09-02 08:06:06.532827+00"
"153c0175-477f-44ea-a19c-1458afca2fd6","0fd580bd-5a13-423b-bfea-538cad9d7a1a","Cola","1","2016-09-02 08:07:10.854699+00"
"88d10b2d-0be4-4446-923f-8b106c7f95d7","e483463f-3613-4e98-95d6-e74eb39fee87","Powerking (sockerfri)","1","2016-09-02 08:07:25.962687+00"
"875e3cc6-3fec-4122-8f95-2b1982ba2fa2","5afee442-bbd1-4fe3-8f85-9f6f750a82b0","Pepsi Max","1","2016-09-02 08:10:01.860453+00"
"0d25d8f1-24d1-4a63-a381-6eca75eab625","176ea65e-d25d-408f-9624-e752cb1eeff0","Gorbys Original","1","2016-09-02 08:11:25.895312+00"
